Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Payment Type,Payment_Cash,Payment_Stock,Payment_Debt,TV/EBITDA,Target Ticker,Acquirer Ticker,Currency of Deal,Current/Completed Total Value,Deal Attributes,Current Target SIC Code,Current Acquirer SIC Code,Target Total Assets,Acquirer Total Assets,Acquirer Current Market Cap,Acquirer Price Earnings Ratio (P/E),Target Trailg 12Mth Dividend per Shar,Acquirer Trailg 12Mth Dividend per Shar,Target Dividend Payout Ratio,Acquirer Dividend Payout Ratio,Target Market Value of Equity,Acquirer Market Value of Equity,Acquirer Total Return Year To Date Pct,Target Trailg 12Mth Cashflow Net Inc,Acquirer Trailg 12Mth Cashflow Net Inc,Target R & D Expenditures,Acquirer R & D Expenditures,Target Inventories,Acquirer Inventories,Acquirer - Price Change 1 Year Percent (CHG_PCT_1Y),Acquirer - Price Change 5 Day Percent (CHG_PCT_5D),Acquirer Trailing 12 Mth COGS,Target Trailing 12 Mth COGS,Acquirer Trailing 12 month EBITDA per Share,Target Trailing 12 month EBITDA per Share,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Return on Common Equity,Acquirer Return on Common Equity,Target EBITDA(Earn Bef Int Dep & Amo),Acquirer EBITDA(Earn Bef Int Dep & Amo),Target Operating Margin,Acquirer Operating Margin,Target Total Debt to Total Assets,Acquirer Total Debt to Total Assets,Target Total Debt to Total Equity,Acquirer Total Debt to Total Equity,Target EBIT to Total Interest Expense,Acquirer EBIT to Total Interest Expense,Target Current Ratio,Acquirer Current Ratio,Target Financial Leverage,Acquirer Financial Leverage,Target GeoGrwth - Cash Flow per Share,Acquirer GeoGrwth - Cash Flow per Share,Target Net Income/Net Profit (Losses),Acquirer Net Income/Net Profit (Losses),Target Net Revenue Growth,Acquirer Net Revenue Growth,Target Asset Growth,Acquirer Asset Growth,Target Geometric Growth-EBITDA Tot Mkt VaL,Acquirer Geometric Growth-EBITDA Tot Mkt VaL
2005-08-23,Spectrum Organic Products LLC,Hain Celestial Group Inc/The,43.67,Cash and Stock,1,1,0,23.09,SPOP US,HAIN US,USD,42.29,Company Takeover,2033,2000,,1603.28,67.5803,,,,,,30.8857,97.3625,-30.3364,,-543.834,,,,248.731,-79.2798,-3.58432,1204.19,,-4.6531,0.0454956,,1559.78,-6.33727,-95.8316,,-403.325,,-29.5941,,48.963,,165.264,,-9.00636,,1.91186,,2.62415,,-29.9896,,-530.841,,,,-24.2861,,
2009-07-22,Solar Integrated Technologies Inc,Energy Conversion Devices Inc,43.42,Cash,1,0,0,,1022664D LN,ENERQ US,GBP,43.49,Company Takeover,,3674,74.929,,,,,,,,37.122,28.2368,,-13.136,,,,28.45,,,,,84.316,-6.35335,-0.0954458,95.303,,-54.4272,,-9.285,,-10.857,,33.8841,,111.674,,-3.98882,,1.92217,,3.11208,,,,-13.136,,,,-0.480801,,,
2004-09-07,Epoch Biosciences Inc,Nanogen Inc,43.35,Stock,0,1,0,,0944904D US,NGEN US,USD,,Company Takeover,8731,,,13.541,320.142,,,,,,55.6515,,-28.2143,,-18.4657,,11.4803,,,109.375,-3.13253,,,,-0.0404179,,,-34.3705,,,,,,,0.498988,,,,,,1.12494,,,,,,-17.5252,,,,,,
2004-01-20,Moore Medical LLC,McKesson Corp,43.34,Cash,1,0,0,20.19,9505449Q US,MCK US,USD,43.34,Company Takeover,5047,5122,,75140,120846,27.1856,,3.06,,10.6328,22.3619,100896,19.9855,,4340,,,,23001,52.1124,2.73147,383813,,50.9955,0.322636,,359051,-6.51464,,,5440,,1.23158,,9.83497,,,,16.6868,,0.89926,,,,14.5476,,3295,,,,11.4126,,
1998-06-15,FTP Software Inc,Netmanage Inc,43.26,Stock,0,1,0,,2948Q US,NETM US,USD,,"Company Takeover, Private Equity",7372,7372,97.475,42.657,,,,,,,57.4341,38.5203,,-40.785,2.586,27.044,6.244,,,,,4.756,,0.326328,-0.548293,67.734,35.97,-47.3495,13.2317,-29.86,0.605,-61.8951,-1.93217,,,,,,-40.8824,2.99827,1.75873,1.23557,2.15515,,,-56.599,-1.954,,,-38.3206,-9.91701,,
1998-04-14,Susquehanna Bancshares West Inc,Susquehanna Bancshares Inc,43.21,Stock,0,1,0,,CADL US,SUSQ US,USD,,Company Takeover,2836,6021,106.866,18661.4,,,,0.36,,43.7472,279.969,2575.87,,-22.759,128.557,19.314,,,,,,,,,-0.799213,,829,,4.60624,-31.981,,,27.8473,1.34374,9.54614,2.16503,64.6874,-15.967,,2.76597,,1.87256,6.78695,,10.7013,-55.177,144.448,,-4.8617,159.377,1.01714,,
2006-12-14,CN Bancorp Inc,Sandy Spring Bancorp Inc,43.20,Cash or Stock,1,1,0,,CNBE US,SASR US,USD,,Company Takeover,6021,6021,160.792,14127.5,,,0.35,1.36,43.0671,309.195,42.2499,1521.68,,1.39679,19.935,,,,,,,,,,,10.1913,751.587,6.84605,1.26726,,,31.9195,12.0463,0.180997,4.96481,1.40646,45.0191,,,,,7.7506,8.94923,,-7.82743,1.40127,19.935,16.2729,-3.60199,8.94108,0.707918,,
2001-03-19,Intelispan Inc,McLeodUSA Inc/Old Pre 2002,43.19,Stock,0,1,0,,IVPN US,MCLDQ US,USD,27.66,Company Takeover,6159,4812,,7365.6,,,,,,,,482.752,,,-3554.2,,,,25.1,,,1051.84,,0.123542,,,1810.81,,-187.599,,60.7,,-28.9078,,37.4647,,73.4672,,-2.06698,,0.664934,,2.99351,,,,-3594.72,,,,,,
2000-04-24,Noodle Kidoodle Inc,Zany Brainy Inc,43.18,Stock,0,1,0,6.45,NKID US,ZANYQ US,USD,25.78,Company Takeover,5092,5945,72.882,199.163,,,,,,,33.7649,11.6384,,9.93,-92.265,,,33.61,120.017,,,319.288,84.048,-2.33459,0.565609,135.038,400.479,24.0663,-127.973,6.699,-19.146,2.15643,-8.76101,6.45976,32.8967,9.66735,94.1635,4.72727,-7.7333,1.65126,1.11594,1.51594,1.91184,,,11.038,-80.699,,,25.741,-8.49265,,
2002-10-01,Black Hills Gas Holdings Corp,Black Hills Corp,43.09,Stock,0,1,0,,2812025Q US,BKH US,USD,42.92,"Company Takeover, Tender Offer",1311,4911,37.971,10869.8,5498.72,18.2201,,2.7,,67.5926,4.558,5239.62,6.43817,-14.038,291.6,,,0.151,172.4,17.9437,-0.800326,831.5,15.662,11.2504,-0.361411,19.34,2310,,7.96167,-15.566,821.3,-118.744,23.2684,77.6566,43.2492,693.159,120.365,-4.01767,2.59787,1.01625,1.34581,3.5013,2.85217,,1.20884,-31.365,291.6,,,-58.5967,8.4529,,0.263599
2003-01-13,Bionx Implants Inc,CONMED Corp,43.06,Cash,1,0,0,39.18,BINX US,CNMD US,USD,43.06,Company Takeover,3842,3845,18.815,2325.75,1307.96,12.3856,,0.6,,39.456,31.2341,1257.43,4.08867,-0.47,47.055,3.348,55.884,3.704,355.544,-27.3958,-8.14155,624.249,5.277,5.71377,0.101066,18.888,1374.72,-3.2499,4.71545,-0.509,187.904,-11.7588,7.46492,2.81159,38.2122,3.49937,86.0247,-185.083,3.30112,4.03559,2.13579,1.25564,2.3209,,19.4895,-2.481,47.055,,,-15.1675,0.845616,,-18.4192
2008-07-15,"Federated Hermes Prudent Bear,Federated Prudent DollarBear Fund",Federated Hermes Inc,43.00,Cash,1,0,0,,,FHI US,USD,43.00,Company Takeover,,6282,,2229.34,4241.67,11.1839,,1.33,,25.934,,3977.94,8.10412,,403.299,,,,,44.4789,0.99278,,,7.40573,,,1800.66,,33.6073,,577.062,,29.7114,,20.4997,,36.1706,,,,,,1.88208,,0.468742,,403.299,,10.3285,,6.93885,,
1999-08-27,Saratoga Bancorp,SJNB Financial Corp,42.90,Stock,0,1,0,,SRTB US,SJNB US,USD,36.65,Company Takeover,6021,6021,144.802,687.777,,,0.2,0.72,14.1684,27.1916,31.74,164.658,,2.06,11.528,,,,,,,,,,,10.514,56.761,13.6836,18.2599,,,49.2803,49.7109,17.0557,4.65834,161.873,50.3893,,,,,9.55741,10.752,16.7287,57.8547,1.948,8.624,10.1622,19.2994,10.4988,21.0702,,
1998-05-19,CACI Technologies LLC,CACI International Inc,42.87,Cash and Debt,1,0,1,12.04,720736Q US,CACI US,USD,,Company Takeover,8711,7373,23.969,8647.6,13604.2,26.4262,,,,,29.219,11766.6,16.1727,0.68,518.38,,,0.069,129.129,86.9181,5.53053,6061.11,,47.1362,2.46864,78.476,8627.82,10.1168,13.18,2.947,1040.27,2.25547,8.85722,24.8655,38.566,88.9022,85.6465,2.45833,,1.15883,1.47334,3.50086,2.0836,,3.47994,0.646,499.83,,,16.2528,27.2435,19.8989,3.10576
1999-01-25,Skaneateles Bancorp Inc,BSB Bancorp Inc/NY,42.83,Stock,0,1,0,,SKAN US,BSBN US,USD,,Company Takeover,6036,6022,256.101,2212.11,,,,,22.9242,53.9284,19.1728,,,1.569,,,,,,,,,,,,20.814,128.341,8.69445,,,,22.5943,30.532,7.05073,20.7481,102.184,313.712,,,,,14.6982,14.3847,,,1.662,17.017,,-7.44447,,8.72104,,
1998-02-10,Rancho Vista National Bank,Bank Commerce/San Diego,42.82,Stock,0,1,0,,RVSA US,3562186Q US,USD,,Company Takeover,6021,6022,,638.167,,,,0.1,,13.6309,,302.096,,,14.071,,,,,,,,,,,,79.316,,27.1909,,,,43.6449,,0.0423087,,0.442384,,,,,,12.2071,,-1.901,,13.242,,40.5174,,-6.0906,,
2008-05-29,Kintera Inc,Blackbaud Inc,42.81,Cash,1,0,0,,KNTA US,BLKB US,USD,42.81,"Company Takeover, Tender Offer",7372,7372,49.998,2390.68,2250.74,17.4044,,,,,23.4303,2957.38,-21.7151,-11.817,114.97,6.338,138.13,,,-24.5445,4.81889,465.073,14.535,5.8427,-0.187432,44.935,1128.37,-84.4554,101.325,-9.15,277.047,-31.0849,16.9053,6.36425,46.6754,23.4126,1311.94,,2.80644,0.8486,0.786815,2.93979,21.5215,,12.6465,-15.785,114.97,,,-23.3406,-4.20853,,
2005-12-20,NEON Systems Inc,Progress Software Corp,42.79,Cash,1,0,0,,1048452Q US,PRGS US,USD,42.79,"Company Takeover, Tender Offer",7372,7372,,2457.66,1616.74,19.505,,,,,31.7332,1753.12,-9.7067,,73.133,,192.265,,,-28.0626,-5.36978,187.581,,7.09466,-0.0166755,,977.831,-4.93432,15.9481,,314.519,,15.6765,,58.1821,,298.927,,2.16359,,0.493946,,5.43498,,11.1315,,73.133,,,,-2.74274,,-6.19298
2008-04-18,180 Connect Inc,DIRECTV,42.75,Cash,1,0,0,,0210393D US,1448062D US,USD,42.75,Company Takeover,,4899,158.284,25459,,,,,,,29.3482,46813.6,,-21.2014,2866,,,20.1802,299,,,18238,264.073,16.3176,1.03541,379.768,33260,,,19.4353,8071,0.972147,15.4179,35.7861,81.7471,255.025,,0.226881,5.49625,0.745753,1.26728,,,,22.8974,-24.9424,2756,,,,16.2246,,1.58084
2006-05-31,Royal Palm Bancorp Inc,Mercantile Bancorp Inc/IL,42.70,Cash,1,0,0,,RYPL US,MBCRQ US,USD,42.70,Company Takeover,,6022,,929.181,,,,,,,,,,,-29.559,,,,,,,,,,,,53.142,,,,,,-118.543,,9.7417,,,,,,,,,,,,-44.619,,,,,,
2000-06-05,Laser Power Corp,Coherent Corp,42.65,Cash and Stock,1,1,0,13.67,3364350Q US,COHR US,USD,38.39,"Company Takeover, Additional Stake Purchase",3827,3827,0.021908,14910.9,53334.4,156.787,,,,,0.0485071,34592.5,54.9358,0.950939,567.413,0.00062,581.9,0.0065,1437.64,317.336,13.0856,4018.48,12.3469,11.436,0.414272,0.03401,5810.11,18.0916,2.8055,0.003268,902.689,5.85416,4.9892,26.5976,26.1128,58.7103,45.9088,5.82164,1.19168,1.86921,2.18802,2.19898,2.70848,,3.15857,-0.001487,49.364,,,-11.0082,2.91471,,0.725271
2003-01-23,First Georgia Holding Inc,United Community Banks Inc/GA,42.63,Cash and Stock,1,1,0,11.59,FGHC US,UCB US,USD,42.63,Company Takeover,6035,6022,260.873,28002.6,3795.92,11.8813,0.05,0.98,24.7607,37.363,30.2328,3765.08,2.37027,1.23,328.095,,,,,-0.405998,-3.32326,,,,,19.125,1536.98,6.06883,9.00915,,,20.3558,39.732,4.98327,0.769287,62.1415,5.92027,,,,,12.4748,7.88885,4.53649,10.662,1.567,328.095,-7.31782,11.6611,6.27576,1.01837,,
2011-11-10,MyFonts Inc,Monotype Imaging Holdings Inc,42.54,Cash,1,0,0,,1312286D US,TYPE US,USD,45.97,Company Takeover,7372,7371,,507.656,,,,0.464,,162.071,59.2418,695.45,,,25.744,,33.428,,,,,43.163,,1.39803,-0.425291,,246.737,-34.358,7.58858,,37.232,,9.92514,,14.7738,,22.7475,,6.6492,,2.36932,,1.56842,,-16.0351,,12.273,,,,-3.49663,,-0.38825
2012-06-19,Network Equipment Technologies Inc,Ribbon Communications Inc,42.43,Cash,1,0,0,,NWK US,RBBN US,USD,42.43,Company Takeover,3576,7373,,1212.26,407.402,7.54362,,,,,40.069,508.607,-19.7917,,39.636,,178.872,,78.806,-48.2022,5.22727,423.85,,0.385108,-0.891979,,844.556,-196.288,9.28662,,57.597,,-0.39358,,33.4198,,90.2313,,-0.0973381,,1.44065,,2.78206,,-16.7809,,39.636,,,,4.27516,,
2015-03-02,Community Financial Shares Inc,Wintrust Financial Corp,42.38,Cash and Stock,1,1,0,,CFIS US,WTFC US,USD,,Company Takeover,6022,6022,355.176,71142,9648.27,12.6086,,2,,17.2823,14.987,9364.43,3.62803,,823.844,,,,,18.1523,-3.00934,,,,,13.899,4229.97,,12.1288,,,-22.2496,41.0275,3.55007,6.29934,56.4111,61.7393,,,,,23.1959,10.6554,,,-2.461,823.844,,11.2259,,9.6523,,
2006-10-04,Alsius Corp/Old,Alus Liquidation Corp,42.35,Stock,0,1,0,,ICEY US,1763635D US,USD,42.40,"Company Takeover, Private Equity",,3841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-12,Aquila Gas Pipeline Corp,Evergy Missouri West Inc,42.35,Cash,1,0,0,4.61,AQP US,ILA US,USD,42.34,"Company Takeover, Additional Stake Purchase",4923,4911,635.42,5105.6,,,0.025,,30.1705,,213.15,,,0.698,124.4,,,11.847,111,,,,817.662,1.08137,1.26592,893.182,964.6,0.31033,6.31745,43.013,333,1.85808,18.3185,33.0411,41.6112,92.5889,111.751,1.17494,2.16544,0.819856,0.497104,2.84764,2.69352,-4.30631,-1.08097,4.869,88.4,,,-1.68845,4.2704,7.12491,
2001-08-01,Salem Community Bankshares Inc,FNB Corp/VA,42.31,Cash and Stock,1,1,0,,SCMY US,3470770Q US,USD,42.30,Company Takeover,6021,6021,212.382,1518.71,,,0.48,0.84,31.068,33.6255,38.7556,221.873,,2.473,15.998,,,,,,,,,,,17.508,109.991,12.2974,9.10506,,,40.4838,39.3317,4.7085,4.94174,50.6098,43.2778,,,,,10.4441,8.9855,,,2.472,14.236,,,,,,
1999-02-17,Commerce Financial Corp/Fort Worth TX,Cullen/Frost Bankers Inc,42.20,Cash,1,0,0,,CMCF US,CFR US,USD,42.20,Company Takeover,,6021,,53041.4,8718.06,13.9234,,3.95,,40.1836,,8014.06,10.4355,,648.557,,,,,2.63119,-1.93744,,,,,,2919.84,,15.7873,,,,34.5243,,9.54736,,110.737,,,,,,13.0768,,-12.5382,,648.557,,8.31192,,0.992312,,
2022-05-23,Entasis Therapeutics Holdings Inc,Innoviva Inc,42.18,Cash,1,0,0,,ETTX US,INVA US,USD,42.18,"Company Takeover, Tender Offer, Additional Stake Purchase",2834,2834,40.92,1635.16,1661.47,12.3971,,,,,89.4828,1491.97,11.6308,-51.702,271.165,37.105,30.604,,39.172,25.52,-4.78224,77.384,,3.07921,-1.19455,,411.328,-169.782,29.095,-51.613,205.397,,39.8089,1.72043,16.452,2.25554,22.9372,,9.80626,4.10126,14.6393,1.22727,1.57523,,-1.11381,-47.141,271.165,,,-33.5261,25.6794,,8.56933
2006-04-21,ES&L Bancorp Inc,Community Financial System Inc,42.13,Cash,1,0,0,,ESLB US,CBU US,USD,42.13,Company Takeover,,6021,,17303.3,3158.69,14.8072,,0.47,,11.7831,,3026.05,4.78761,,210.455,,,,,-6.08995,-4.20181,,,,,,1010.73,,11.153,,,,38.8081,,4.05423,,34.3929,,,,,,8.93885,,,,210.455,,9.60789,,5.59776,,
1998-11-12,Sulcus Hospitality Technologies Corp,Verso Technologies Inc,42.12,Stock,0,1,0,16.52,SUL US,VRSOQ US,USD,37.60,Company Takeover,3571,3669,42.206,34.263,,,,,,,25.4295,24.7681,,-0.126,-27.049,1.501,7.945,3.261,6.615,,,31.175,,-0.194767,0.149586,53.822,50.635,-0.492804,,0.097,-10.389,-4.94222,-27.9708,8.56039,60.3333,14.1753,,-7.22826,,1.68808,0.631754,1.70731,249.516,,,-2.01,-27.049,,,,-7.01783,,
1998-06-12,CRW Financial Inc,Telespectrum Worldwide Inc,42.12,Stock,0,1,0,,CRWF US,TLSW US,USD,33.83,Company Takeover,7322,7389,18.4249,124.867,,,,,,,39.7785,2.97685,,0.765,-230.501,,,,,,,192.522,,359.518,-0.0516583,,303.568,6.444,,-0.53,15.013,,-4.04259,,109.122,,,,-0.69103,4.12248,1.20922,1.62597,5.89774,,,-0.197,-203.12,,,-14.8219,-60.7838,,
2007-08-30,TSB Financial Corp,SOUTHSTATE BANK CORP,42.10,Cash or Stock,1,1,0,,TSBC US,SSB US,USD,42.10,Company Takeover,,6022,,67197.4,9538.16,13.8079,,2.28,,28.8453,,9329.9,4.41376,,798.667,,,,,-1.81163,-2.05768,,,,,,3757.24,,10.6848,,,,38.7986,,2.73824,,20.3114,,,,,,7.59747,,-21.2105,,798.667,,56.0823,,44.8807,,
1998-03-12,Medical Diagnostics Inc,Alliance Imaging Inc/Old,42.10,Cash and Debt,1,0,1,,1973Q US,539355Q US,USD,,Company Takeover,3845,3845,,456.166,,,,,,,21.8356,136.562,,,4.422,,,,,,,125.103,,25.1285,1.38343,,199.401,-2.78057,,,83.119,,24.1463,,98.6459,,,,1.33845,,0.986895,,,,,,2.598,,,,135.556,,
1998-03-06,Reeves Southeastern Corp,Diamond Home Services Inc,42.00,Cash and Debt,1,0,1,,1107T US,DHMS US,USD,,,,1521,,126.129,,,,,,,,8.507,,,-10.528,,,,15.771,,,175.075,,0.307276,,,244.89,,-34.5622,,8.512,,2.24182,,43.5507,,159.625,,1.49591,,1.46366,,2.66267,,,,0.085,,,,122.886,,
2005-01-18,National Properties Corp,NNN REIT Inc,41.97,Stock,0,1,0,7.91,NAPE US,NNN US,USD,42.84,Company Takeover,6512,6798,,9379.35,8594.76,23.0762,,2.36,,113.594,23.9265,7527.22,15.6205,,389.777,,,,,5.46474,1.57303,,,4.31628,9.51834,,926.213,9.74007,8.88829,,809.705,,58.4386,,51.394,,109.349,,2.62351,,,,2.08106,,6.33384,,389.777,,,,5.70993,,-4.14639
2011-11-16,Hampshire First Bank,NBT Bancorp Inc,41.96,Cash or Stock,1,1,0,,HFBN US,NBTB US,USD,43.00,Company Takeover,6029,6021,,15995.1,2194.15,11.6634,,1.42,,42.6879,,2180.81,3.00268,,169.235,,,,,-10.9913,-3.47143,,,,,,906.485,,9.88997,,,,31.4823,,2.04701,,17.2671,,,,,,8.70213,,,,169.235,,20.8153,,16.0188,,
2007-03-28,Town Center Bancorp,Columbia Banking System Inc,41.89,Cash and Stock,1,1,0,,TWBC US,COLB US,USD,37.40,Company Takeover,,6022,,66832,8359.65,9.5053,,1.45,,62.7513,,8257.04,3.07645,,550,,,,,7.46778,-4.68855,,,,,,3214,,8.48931,,,,31.6384,,5.79933,,49.0051,,,,,,9.1377,,,,550,,19.2619,,29.5787,,
2005-12-29,Hemlock Federal Financial Corp,Marquette National Corp,41.89,Cash,1,0,0,,HMKF US,MNAT US,USD,41.88,Company Takeover,6035,,318.774,,146.066,,0.66,,37.6415,,26.9214,,2.90123,1.656,,,,,,14.4917,-0.477612,,,,,16.396,,7.50952,,,,27.024,,27.0747,,386.282,,,,,,14.4873,,26.8493,,1.679,,-6.55909,,0.82647,,,
2013-09-09,United Financial Banking Cos Inc,Cardinal Financial Corp,41.86,Cash and Stock,1,1,0,,UFBC US,CFNL US,USD,43.77,Company Takeover,6022,6021,,4210.51,,,,0.49,,30.954,,990.505,,,49.801,,,,,,,,,,,,215.832,,11.2123,,,,39.5902,,10.4603,,97.4028,,,,,,9.52295,,,,50.491,,12.4936,,4.4813,,
2000-08-16,GSB Financial Corp/NY,Berkshire Bancorp Inc/NY,41.85,Cash or Stock,1,1,0,,GOSB US,BERK US,USD,41.26,Company Takeover,6035,6022,176.016,715.718,,,0.23,,18.8136,,35.9781,491.955,,1.859,1.205,,,,,,,,,,,11.331,23.65,6.24203,,,,45.5873,8.71585,21.9298,,132.605,,,,,,5.08136,4.21822,,,1.77,1.205,,,,,,
2001-11-13,First Financial Corp/RI,Washington Trust Bancorp Inc,41.81,Cash and Stock,1,1,0,11.37,799912Q US,WASH US,USD,42.08,Company Takeover,6022,6022,185.188,6621.69,640.504,12.4593,0.6,2.24,2800,83.2957,38.5202,562.482,15.948,0.027,52.244,,,,,5.11897,-0.867392,,,,,14.392,393.951,0.169492,10.015,,,14.6836,29.4318,15.3665,10.3811,171.946,126.458,,,,,10.7009,12.9897,-3.01278,14.6824,0.026,52.244,2.94381,127.567,9.98806,-4.45778,,
2000-08-21,Aquila Biopharmaceuticals,Agenus Inc,41.80,Stock,0,1,0,,AQLA US,AGEN US,USD,34.12,Company Takeover,2835,2836,15.7417,226.271,107.806,,,,,,0.0249746,126.336,0.318471,-3.47799,-35.166,6.64241,155.528,0.497853,,24.0158,-2.17391,1.14,0.267576,-2.05534,-0.684093,2.06766,103.463,-63.3823,,-7.64307,-98.437,-409.113,-116.443,26.5819,41.9784,42.6774,,-84.5907,-1.02422,2.65164,0.205844,1.60546,,,,-8.19478,-227.212,,,63817.9,-27.9192,,
2002-02-27,IPSWICH Bancshares Inc,Banknorth Group Inc,41.55,Cash or Stock,1,1,0,8.44,IPSW US,540513Q US,USD,41.55,Company Takeover,6035,6022,321.115,28687.8,,,0.51,0.79,35.3276,,39.1138,,,2.682,304.643,,,,,,,,,,,22.558,1596.8,17.4826,,,,35.1076,45.4704,14.904,20.8824,257.044,,,,,,20.1385,,,,2.808,304.643,19.3703,,11.5626,,,
1998-08-19,Peerless Group Inc,Jack Henry & Associates Inc,41.45,Stock,0,1,0,12.98,PLSS US,JKHY US,USD,,Company Takeover,7372,7373,19.942,3043.97,11901.8,23.9736,,2.32,,36.1373,28.9226,13146,-9.33801,1.779,507.367,2.004,162.771,,,-7.13483,6.21398,1384.02,,11.8646,0.794469,30.131,2375.29,20.3862,24.2839,3.229,782.142,7.22512,23.943,,1.68159,,2.40221,108.85,54.4851,1.13239,1.2719,2.57764,1.50218,,5.77385,1.903,455.748,,,14.8799,4.08582,,-7.49528
2015-10-14,County Commerce Bank,CVB Financial Corp,41.25,Cash and Stock,1,1,0,,CNYB US,CVBF US,USD,41.25,Company Takeover,6029,6022,,15631.1,2616.87,12.7748,,0.8,,52.6923,,2521.26,3.76343,,209.298,,,,,-4.56349,-1.63099,,,,,,648.472,,9.30992,,,,54.6491,,6.63511,,45.1868,,,,,,6.86923,,3.5376,,209.298,,2.7175,,3.15039,,
2003-11-04,Rogue Wave Software Inc,Healthvision,41.08,Cash and Stock,1,1,0,5.19,RWAV US,QVDX US,USD,44.37,"Company Takeover, Tender Offer",7372,7374,,121.974,,,,,,,43.0187,107.662,,,7.407,,10.412,,1.145,,,28.372,,0.13137,0.783445,,84.12,5.1986,8.57059,,6.893,,-4.37589,,,,,,,,1.25535,,1.4579,,,,-13.115,,,,0.685967,,
2022-08-09,CarLotz Inc,Shift Technologies Inc,41.08,Stock,0,1,0,,LOTZ US,SFTGQ US,USD,,Company Takeover,5500,5500,290.289,248.018,,,,,,,34.4639,36.8734,,-98.217,-136.669,,,40.985,40.925,,,319.863,268.115,-14.8788,-0.95462,258.534,670.753,-54.6612,,-133.719,-223.653,-53.0228,-35.4007,13.9619,99.3089,18.9826,,-86.2151,-21.685,5.01123,1.8711,1.17759,39.6331,,,-39.879,-172.042,,,-6.69704,-32.1873,,
2005-11-22,Big Lake Financial Corp,Seacoast Banking Corp of Florida,41.01,Stock,0,1,0,,BGFC US,SBCF US,USD,50.83,Company Takeover,,6022,,20842.3,3053.37,16.0721,,0.73,,49.3432,,3076.9,-0.461491,,144.878,,,,,10.8742,-3.27464,,,,,,935.524,,5.831,,,,28.5778,,6.4137,,43.7453,,,,,,7.35689,,,,144.878,,26.6254,,37.3347,,
2000-03-21,Bank of Petaluma,Greater Bay Bancorp,41.00,Stock,0,1,0,,BPLU US,GBBK US,USD,,Company Takeover,,6770,,26.7717,,,,,,,,50.2444,,,3.16702,,,,,,,,,,,,,,3.12443,,,,,,,,,,,,0.216594,,1.01444,,,,3.16702,,,,-85.0338,,
2003-03-07,Computer Motion Inc,Intuitive Surgical Inc,40.98,Stock,0,1,0,,RBOT US,ISRG US,USD,66.81,Company Takeover,5047,3842,67.719,20458.7,174172,66.6272,,,,,32.6141,201114,-13.5726,-53.593,2856,40.155,1311.8,,1840,-13.5664,-0.738837,3422.4,,10.1549,-8.48748,,10064.7,-148.931,16.6736,-62.311,3661.6,,29.2657,20.3562,0.835341,29.5195,0.95253,,,6.74292,4.87464,1.29665,1.14432,,14.9533,-63.223,2856,,,-43.5035,9.15265,,-4.69133
2014-11-19,Capital Pacific Bancorp,Pacific Continental Corp,40.97,Cash or Stock,1,1,0,,CPBO US,PCBK US,USD,39.70,Company Takeover,6021,6021,253.178,2541.44,,,,0.44,,45.4237,40.2607,613.716,,,29.162,,,,,,,,,,,10.79,97.76,9.76497,10.2855,,,35.7838,32.2142,1.30896,4.42163,13.876,41.0487,,,,,10.9231,9.04205,,0.100118,2.201,19.776,11.0687,19.7619,5.93,33.0959,,
1998-02-02,Cerplex Group Inc/The,Aurora Electronics Inc,40.86,Stock,0,1,0,,CPLXQ US,AURU US,USD,,,7378,,35.631,,1.0539,,,,,,1.40144,,,-36.387,,,,5.375,,,,,52.243,,-1.78815,93.346,,,,-15.021,,-45.973,,110.595,,,,-6.68963,,0.307187,,,,,,-50.606,,,,,,,
2003-05-28,High Country Financial Corp,Yadkin Financial Corp,40.74,Cash or Stock,1,1,0,,HGCF US,YDKN US,USD,40.74,Company Takeover,,6022,,7215.63,,,,0.9,,78.5305,,1772.13,,,55.168,,,,,,,,,,,,325.381,,6.99755,,,,30.7044,,12.8059,,91.1059,,,,,,7.4137,,-27.9561,,55.168,,47.1564,,61.274,,
2017-02-01,DCB Bancshares Inc,Old Line Bancshares Inc,40.70,Stock,0,1,0,,DCBB US,OLBK US,USD,,Company Takeover,6029,6022,,2950.01,,,,0.46,,22.4258,,493.145,,,36.7623,,,,,,,,,,,,123.255,,9.7057,,,,36.68,,9.03578,,71.8925,,,,,,8.73922,,-2.46598,,27.2177,,45.787,,40.102,,
1998-02-12,Cross Medical Products Inc,InterPore International,40.67,Stock,0,1,0,,1546461D US,3195391Z US,USD,,Company Takeover,3842,3842,18.762,90.818,,,,,,,39.57,258.938,,-0.803,4.649,1.226,8.353,8.459,32.982,,,21.405,5.47575,0.373956,,12.918,70.718,-8.38073,5.80668,-0.551,8.817,-7.12185,10.2492,27.8169,,52.2004,,-2.15962,289.92,4.72552,10.9523,2.45123,1.12315,,,1.608,14.934,,,-4.22665,17.5759,,-0.970349
