Announce Date,Acquirer Ticker,Target Ticker,Deal Description
2001-07-19,CMKC US,LFMN US,Cross Media Marketing Corp acquired LifeMinders Inc for USD 77.52M. The transaction was announced on 7/19/2001 and completed on 10/25/2001.
2002-12-05,1806854D US,HOOV US,Dun & Bradstreet Corp/The acquired Hoovers Inc for USD 77.50M. The transaction was announced on 12/5/2002 and completed on 3/4/2003.
2018-01-16,MPB US,FPBK US,Mid Penn Bancorp Inc acquired First Priority Financial Corp for USD 77.20M. The transaction was announced on 1/16/2018 and completed on 8/2/2018.
2010-09-08,ZRAN US,TUNE US,Zoran Corp acquired Microtune Inc for USD 77.12M. The transaction was announced on 9/8/2010 and completed on 12/1/2010.
2006-04-20,GBCI US,ZZGFU US,Glacier Bancorp Inc acquired Citizens Development Co for USD 77.00M. The transaction was announced on 4/20/2006 and completed on 10/2/2006.
1998-06-01,USX US,1735975D US,US Xpress Enterprises Inc acquired PST Vans Inc for USD 76.84M. The transaction was announced on 6/1/1998 and completed on 8/31/1998.
2013-06-14,FNB US,BCSB US,FNB Corp/PA acquired BCSB Bancorp Inc for USD 76.80M. The transaction was announced on 6/14/2013 and completed on 2/18/2014.
2002-09-25,SNV US,UFHI US,Synovus Financial Corp acquired United Financial Holdings Inc/FL for USD 76.77M. The transaction was announced on 9/25/2002 and completed on 3/3/2003.
2016-11-04,NIC US,FMBJ US,Nicolet Bankshares Inc acquired First Menasha Bancshares Inc for USD 76.60M. The transaction was announced on 11/4/2016 and completed on 5/4/2017.
2006-07-27,IBKC US,PFSL US,IBERIABANK Corp acquired Pocahontas Bancorp Inc for USD 76.58M. The transaction was announced on 7/27/2006 and completed on 2/2/2007.
2005-09-13,1255173D US,828568Q US,Wachovia Corp acquired AmNet Mortgage Inc for USD 76.56M. The transaction was announced on 9/13/2005 and completed on 12/13/2005.
2001-10-15,UNP US,580195Q US,Union Pacific Corp acquired Motor Cargo Industries Inc for USD 76.53M. The transaction was announced on 10/15/2001 and completed on 2/15/2002.
2001-05-23,MATW US,YRKG US,Matthews International Corp acquired York Group Inc/The for USD 76.40M. The transaction was announced on 5/23/2001 and completed on 12/4/2001.
2003-07-30,SCMF US,CKPM US,Southern Community Financial Corp/NC acquired Community Bank/Pilot Mountain for USD 76.31M. The transaction was announced on 7/30/2003 and completed on 1/12/2004.
2010-10-12,BBT US,ROME US,Beacon Financial Corp acquired Rome Bancorp Inc for USD 76.25M. The transaction was announced on 10/12/2010 and completed on 4/4/2011.
2014-02-13,GADS US,LCAV US,Gadsden Properties Inc acquired LCA-Vision Inc for USD 76.24M. The transaction was announced on 2/13/2014 and completed on 5/13/2014.
2001-02-22,WSBC US,352218Q US,WesBanco Inc acquired American Bancorporation for USD 76.23M. The transaction was announced on 2/22/2001 and completed on 3/1/2002.
1999-03-17,PLXS US,SEMD US,Plexus Corp acquired Seamed Corp for USD 76.22M. The transaction was announced on 3/17/1999 and completed on 7/26/1999.
2019-02-12,EW US,CASM US,Edwards Lifesciences Corp acquired CAS Medical Systems Inc for USD 76.12M. The transaction was announced on 2/12/2019 and completed on 4/22/2019.
2018-07-17,FSBW US,ANCB US,FS Bancorp Inc acquired Anchor Bancorp Inc/WA for USD 76.04M. The transaction was announced on 7/17/2018 and completed on 11/16/2018.
2003-11-10,FPFCQ US,0796405D US,First Place Financial Corp/OH acquired Franklin Bancorp Inc/MI for USD 76.02M. The transaction was announced on 11/10/2003 and completed on 6/1/2004.
2003-07-18,ESC US,ATHCQ US,Emeritus Corp acquired Brookdale Senior Living Communities Inc for USD 76.00M. The transaction was announced on 7/18/2003 and completed on 12/8/2003.
2000-02-14,SBAN US,150201Q US,SouthBanc Shares Inc acquired Heritage Bancorp Inc/SC for USD 75.91M. The transaction was announced on 2/14/2000 and completed on 8/1/2000.
2002-10-24,2674129Q US,METF US,Sky Financial Group Inc acquired Metropolitan Financial Corp for USD 75.88M. The transaction was announced on 10/24/2002 and completed on 5/1/2003.
1999-07-08,FMFC US,CFTP US,First M&F Corp acquired Community Federal Bancorp Inc for USD 75.88M. The transaction was announced on 7/8/1999 and completed on 11/22/1999.
2011-04-06,9980328D US,ORCH US,Laboratory Corp of America Holdings acquired Orchid Cellmark Inc for USD 75.87M. The transaction was announced on 04/06/2011 and completed on 12/20/2011.
2009-12-14,AMG US,HBRF US,Affiliated Managers Group Inc acquired Highbury Financial Inc for USD 75.84M. The transaction was announced on 12/14/2009 and completed on 4/16/2010.
2001-01-18,OEI US,TXLI US,Devon OEI Operating LLC acquired Texoil Inc for USD 75.78M. The transaction was announced on 1/18/2001 and completed on 3/22/2001.
2003-02-04,PERY US,2777116Q US,Perry Ellis International Inc acquired Salant Corp for USD 75.74M. The transaction was announced on 2/4/2003 and completed on 6/23/2003.
2002-08-29,WDR US,2832915Q CN,Waddell & Reed Financial Inc acquired Mackenzie Investment Management Inc for CAD 117.72M. The transaction was announced on 8/29/2002 and completed on 12/18/2002.
2006-03-21,,ERIF US,A consortium led by Erie Indemnity Co acquired Erie Family Life Insurance Co for USD 75.30M. The transaction was announced on 3/21/2006 and completed on 5/31/2006.
2000-07-06,153550Q US,598014Q US,F&M National Corp acquired Atlantic Financial Corp for USD 75.15M. The transaction was announced on 7/6/2000 and completed on 2/27/2001.
1998-01-04,679882Q US,2810Q US,F&M Bancorp/MD acquired Monocacy Bancshares Inc for USD 75.13M. The transaction was announced on 1/4/1998 and completed on 12/1/1998.
2000-01-14,IBM US,ASWE US,International Business Machine acquired Accessible Software Inc for USD 75.00M. The transaction was announced on 1/14/2000 and completed on 2/11/2000.
1999-05-27,SPH US,SPH US,Millennium Chemicals Inc sold Suburban Propane Partners LP to Suburban Propane Partners LP for USD 75.00M. The transaction was completed on 5/27/1999.
2009-06-11,IVZ US,GBX US,Invesco Ltd acquired Greenbrier Cos Inc/The for USD 75.00M. The transaction was completed on 6/11/2009.
2022-07-05,SYRS US,TYME US,Syros Pharmaceuticals Inc acquired Tyme Technologies Inc for USD 74.62M. The transaction was announced on 7/5/2022 and completed on 9/19/2022.
2002-11-13,JNJ US,OPHM US,Johnson & Johnson acquired OraPharma Inc for USD 74.42M. The transaction was announced on 11/13/2002 and completed on 2/11/2003.
2000-05-24,FPFCQ US,FFYF US,First Place Financial Corp/OH acquired FFY Financial Corp for USD 74.41M. The transaction was announced on 5/24/2000 and completed on 12/26/2000.
2003-10-27,CBRI US,SCBI US,CMTSU Liquidation Inc acquired SCB Computer Technology Inc for USD 74.40M. The transaction was announced on 10/27/2003 and completed on 3/8/2004.
2008-09-05,OAK US,NCEM US,Oaktree Capital Group LLC acquired Nevada Chemicals Inc for USD 74.32M. The transaction was announced on 9/5/2008 and completed on 10/23/2008.
2006-08-29,BOFLQ US,OFBS US,Bank of Florida Corp acquired Old Florida Bankshares Inc for USD 74.29M. The transaction was announced on 8/29/2006 and completed on 5/11/2007.
2004-12-29,CHCO US,1050311Q US,City Holding Co acquired Classic Bancshares Inc for USD 74.11M. The transaction was announced on 12/29/2004 and completed on 5/23/2005.
2017-10-06,FBMS US,MDNB US,First Bancshares Inc/The acquired Minden Bancorp Inc for USD 74.10M. The transaction was announced on 10/6/2017 and completed on 1/2/2018.
2015-02-19,HBNC US,PBNI US,Horizon Bancorp Inc/IN acquired Peoples Bancorp Inc/Auburn IN for USD 74.04M. The transaction was announced on 2/19/2015 and completed on 7/7/2015.
2001-10-01,953386Q US,PBKB US,Firstfed America Bancorp Inc acquired Peoples Bancshares Inc/MA for USD 73.99M. The transaction was announced on 10/1/2001 and completed on 3/1/2002.
2007-03-26,MNR US,MONM US,Monmouth Real Estate Investment Corp acquired Monmouth Capital Corp for USD 73.95M. The transaction was announced on 3/26/2007 and completed on 7/31/2007.
2017-06-14,HBNC US,WBKC US,Horizon Bancorp Inc/IN acquired Wolverine Bancorp Inc for USD 73.85M. The transaction was announced on 6/14/2017 and completed on 10/18/2017.
1998-02-04,PLA US,SPZE US,Playboy Enterprises Inc acquired Spice Entertainment Cos Inc for USD 73.78M. The transaction was announced on 2/4/1998 and completed on 3/16/1999.
2010-08-06,TDG US,SEMO US,TransDigm Group Inc acquired Semco Instruments Inc for USD 73.50M. The transaction was announced on 8/6/2010 and completed on 9/9/2010.
2012-06-10,MRCY US,NOIZ US,Mercury Systems Inc acquired Mercury Commercial Electronics Inc for USD 73.38M. The transaction was announced on 6/10/2012 and completed on 8/9/2012.
1999-11-19,1911768D US,CNKT US,Calico Commerce Inc acquired Connectinc.com Co for USD 73.24M. The transaction was announced on 11/19/1999 and completed on 2/3/2000.
2007-08-14,CAC US,UNBH US,Camden National Corp acquired Union Bankshares Co/ME for USD 73.22M. The transaction was announced on 8/14/2007 and completed on 1/3/2008.
1998-04-14,AFSC US,3080Q US,Anchor Financial Corp acquired Comsouth Bankshares Inc for USD 73.21M. The transaction was announced on 4/14/1998 and completed on 9/1/1998.
2015-04-30,KN US,ADNC US,Knowles Corp acquired Audience Inc for USD 73.06M. The transaction was announced on 4/30/2015 and completed on 7/2/2015.
2001-02-02,1920486D US,LSCI US,Oracle America Inc acquired LSC Inc for USD 73.00M. The transaction was announced on 2/2/2001 and completed on 5/3/2001.
1999-12-01,INSM US,45194Q US,Insmed Inc acquired Celtrix Pharmaceuticals Inc for USD 72.80M. The transaction was announced on 12/1/1999 and completed on 6/1/2000.
2014-02-10,FIBK US,MTWF US,First Interstate BancSystem Inc acquired Mountain West Financial Corp for USD 72.80M. The transaction was announced on 2/10/2014 and completed on 8/19/2014.
2004-01-28,838969Q US,0883322D US,Fidelity National Financial Inc/Old acquired Sanchez Computer Associates LLC for USD 72.73M. The transaction was announced on 1/28/2004 and completed on 4/15/2004.
2000-01-07,ZION US,COBA US,Zions Bancorp NA acquired County Bank/AZ for USD 72.68M. The transaction was announced on 1/7/2000 and completed on 7/28/2000.
2000-09-07,EXEL US,AGTO US,Exelixis Inc acquired Agritope Inc for USD 72.67M. The transaction was announced on 9/7/2000 and completed on 12/11/2000.
2006-11-06,USB US,UBMT US,US Bancorp acquired United Financial Corp for USD 72.66M. The transaction was announced on 11/6/2006 and completed on 2/6/2007.
2019-09-11,FCBC US,HLND US,First Community Bankshares Inc acquired Highlands Bankshares Inc/VA for USD 72.61M. The transaction was announced on 9/11/2019 and completed on 1/2/2020.
2003-11-12,GE US,HDR US,General Electric Co acquired HPSC Inc for USD 72.57M. The transaction was announced on 11/12/2003 and completed on 1/13/2004.
2005-01-07,JPM US,VAST US,JPMorgan Chase & Co acquired Livingston International Technology Services Corp for USD 72.56M. The transaction was announced on 1/7/2005 and completed on 4/4/2005.
2003-04-24,NEB US,SFGB US,Deluxe Business Operations Inc acquired Safeguard Business Systems Inc for USD 72.50M. The transaction was announced on 4/24/2003 and completed on 6/30/2003.
2009-08-03,PSEC US,PCAP US,Prospect Capital Corp acquired Patriot Capital Funding Inc for USD 72.49M. The transaction was announced on 8/3/2009 and completed on 12/3/2009.
1998-12-07,LBAI US,HPFC US,Lakeland Bancorp Inc acquired High Point Financial Corp for USD 72.38M. The transaction was announced on 12/7/1998 and completed on 7/16/1999.
1998-02-18,1068347D US,RAUT US,Keystone Automotive Industries Inc acquired Keystone Automotive Industries Resources Inc for USD 72.22M. The transaction was announced on 2/18/1998 and completed on 6/29/1998.
2003-02-24,FBNW US,OTFC US,FirstBank NW Corp acquired Oregon Trail Financial Corp for USD 72.16M. The transaction was announced on 2/24/2003 and completed on 11/3/2003.
2000-03-15,388103Q US,SJFC US,Richmond County Financial Corp acquired South Jersey Financial Corp Inc for USD 72.08M. The transaction was announced on 3/15/2000 and completed on 8/1/2000.
2001-07-09,3417644Q US,204718Q US,Education Management Corp/Old acquired Argosy Education Group Inc for USD 72.06M. The transaction was announced on 7/9/2001 and completed on 12/24/2001.
1999-07-11,1611364D US,TSQD US,Digital River Inc acquired Tech Squared Inc for USD 72.00M. The transaction was announced on 7/11/1999 and completed on 12/20/1999.
2006-10-05,FSNMQ US,FRGC US,First State Bancorporation/NM acquired Front Range Capital Corp for USD 72.00M. The transaction was announced on 10/5/2006 and completed on 1/31/2007.
1998-04-01,3075370Q US,3406Q US,Aspect Communications Corp acquired Voicetek Corp for USD 72.00M. The transaction was announced on 4/1/1998 and completed on 5/11/1998.
2010-05-25,KRNY US,CJBK US,Kearny Financial Corp/MD acquired Central Jersey Bancorp/Ocean Township NJ for USD 71.93M. The transaction was announced on 5/25/2010 and completed on 12/1/2010.
2003-04-09,8397627Q US,RYOU US,Psychiatric Solutions Inc acquired Ramsay Youth Services Inc for USD 71.81M. The transaction was announced on 4/9/2003 and completed on 7/1/2003.
2009-07-29,OSGIQ US,OSP US,Overseas Shipholding Group Inc/Old acquired OSG America LP for USD 71.79M. The transaction was announced on 7/29/2009 and completed on 12/18/2009.
2005-04-14,BSX US,RMDC US,Boston Scientific Corp acquired Rubicon Medical Corp for USD 71.70M. The transaction was announced on 4/14/2005 and completed on 6/16/2005.
1998-02-23,OCR US,770878Q US,Omnicare Inc acquired Compscript Inc for USD 71.70M. The transaction was announced on 2/23/1998 and completed on 6/29/1998.
1999-10-05,SUG US,589987Z US,Southern Union Co acquired Fall River Gas Co for USD 71.60M. The transaction was announced on 10/5/1999 and completed on 10/19/2000.
2000-07-26,2860436Q US,1848403D US,Liberty Interactive LLC acquired Video Services Corp for USD 71.59M. The transaction was announced on 7/26/2000 and completed on 12/26/2000.
2001-06-19,8215820Q US,220199Q US,Allied Capital Corp acquired Hillman Cos Inc/The for USD 71.52M. The transaction was announced on 6/19/2001 and completed on 9/27/2001.
2014-10-22,PPBI US,IDPK US,Pacific Premier Bancorp Inc acquired Independence Bank/Newport Beach CA for USD 71.50M. The transaction was announced on 10/22/2014 and completed on 2/3/2015.
2003-07-16,NAL US,1059213Q US,NewAlliance Bancshares Inc acquired Alliance Bancorp of New England Inc for USD 71.42M. The transaction was announced on 7/16/2003 and completed on 4/2/2004.
2015-01-27,FMNB US,NBOH US,Farmers National Banc Corp acquired National Bancshares Corp/OH for USD 71.37M. The transaction was announced on 1/27/2015 and completed on 6/19/2015.
2003-05-28,BTFG US,1532863D US,BancTrust Financial Group Inc acquired CommerceSouth Inc for USD 71.25M. The transaction was announced on 5/28/2003 and completed on 12/31/2003.
2006-10-23,ONB US,SJOE US,Old National Bancorp/IN acquired St Joseph Capital Corp for USD 71.21M. The transaction was announced on 10/23/2006 and completed on 2/1/2007.
1999-05-21,RSHCQ US,ALNK US,RS Legacy Corp acquired Amerilink Corp for USD 71.17M. The transaction was announced on 5/21/1999 and completed on 7/30/1999.
2006-01-27,FPFCQ US,NLVS US,First Place Financial Corp/OH acquired First Place Bank/Pre 11-07 for USD 71.14M. The transaction was announced on 1/27/2006 and completed on 6/30/2006.
1999-05-18,CVBF US,OGNB US,CVB Financial Corp acquired Orange National Bancorp/CA for USD 71.07M. The transaction was announced on 5/18/1999 and completed on 10/4/1999.
2001-04-16,1284849D US,173459Q US,Allergan Inc/United States acquired Allergan Specialty Therapeutics Inc for USD 71.02M. The transaction was announced on 4/16/2001 and completed on 4/23/2001.
2000-06-06,STOKQ US,KINN US,Stockwalk Group Inc acquired Kinnard Investments Inc for USD 70.98M. The transaction was announced on 6/6/2000 and completed on 9/11/2000.
2001-07-02,NNN US,CRRR US,NNN REIT Inc acquired Captec Net Lease Realty Inc for USD 70.74M. The transaction was announced on 7/2/2001 and completed on 12/3/2001.
1999-03-01,1927294D US,AYD US,L3 Technologies Inc acquired Aydin Corp for USD 70.71M. The transaction was announced on 3/1/1999 and completed on 4/15/1999.
2003-01-16,605018Q US,AVNP US,Charter One Financial Inc acquired Advance Bancorp Inc for USD 70.66M. The transaction was announced on 1/16/2003 and completed on 7/15/2003.
2001-05-14,QVDX US,HCDC US,Healthvision acquired Healthcare.com Corp for USD 70.63M. The transaction was announced on 5/14/2001 and completed on 8/14/2001.
1998-10-26,LGTO US,FTSW US,Legato Systems Inc acquired Qualix Group Inc for USD 70.55M. The transaction was announced on 10/26/1998 and completed on 4/20/1999.
2012-07-19,WSBC US,FSBI US,WesBanco Inc acquired Fidelity Bancorp Inc/PA for USD 70.44M. The transaction was announced on 7/19/2012 and completed on 12/3/2012.
2015-06-18,HBCP US,LABC US,Home Bancorp Inc acquired Louisiana Bancorp Inc/Metaire LA for USD 70.43M. The transaction was announced on 6/18/2015 and completed on 9/16/2015.
2004-02-02,WLL US,EQTY US,Whiting Petroleum Corp acquired Equity Oil Co for USD 70.32M. The transaction was announced on 2/2/2004 and completed on 7/20/2004.
2012-02-27,AON US,2222762D US,Aon PLC acquired Access Plans Inc for USD 70.10M. The transaction was announced on 2/27/2012 and completed on 6/1/2012.
2015-11-12,FMBI US,NIBA US,First Midwest Bancorp Inc/IL acquired NI Bancshares Corp for USD 70.10M. The transaction was announced on 11/12/2015 and completed on 3/9/2016.
2001-04-11,ITW US,FLMK US,Illinois Tool Works Inc acquired Foilmark Inc for USD 70.08M. The transaction was announced on 4/11/2001 and completed on 5/22/2001.
2007-05-30,TA US,ZZGQY US,Petro Stopping Centers Holdings LP sold Petro Stopping Centers LP to TravelCenters of America Inc for USD 70.00M. The transaction was completed on 5/30/2007.
1998-08-12,HAS US,3038Q US,Hasbro Inc acquired Microprose Inc for USD 70.00M. The transaction was announced on 8/12/1998 and completed on 9/15/1998.
2015-06-01,HNH US,1509542D US,Handy & Harman Ltd acquired JPS Industries Inc for USD 70.00M. The transaction was announced on 6/1/2015 and completed on 7/8/2015.
2000-09-26,LNY US,1241414D US,Landry's Inc acquired Rainforest Cafe Inc for USD 69.93M. The transaction was announced on 9/26/2000 and completed on 12/4/2000.
2011-10-07,SOA US,1740295D US,Solutia Inc acquired Southwall Technologies Inc for USD 69.91M. The transaction was announced on 10/7/2011 and completed on 11/29/2011.
2004-12-22,2674129Q US,2293612Q US,Sky Financial Group Inc acquired Belmont Bancorp for USD 69.73M. The transaction was announced on 12/22/2004 and completed on 6/1/2005.
2014-11-04,LNN US,ESYS US,Lindsay Corp acquired Elecsys Holdings LLC for USD 69.57M. The transaction was announced on 11/4/2014 and completed on 1/23/2015.
1998-07-28,HNBC US,NOLE US,Harleysville National Corp acquired Northern Lehigh Bancorp Inc for USD 69.54M. The transaction was announced on 7/28/1998 and completed on 1/22/1999.
2002-07-26,VHI US,567002Q US,Valhi Inc acquired Tremont Corp for USD 69.43M. The transaction was announced on 7/26/2002 and completed on 2/10/2003.
2009-05-11,XXIA US,CATT US,Ixia acquired Catapult Communications Corp for USD 69.42M. The transaction was announced on 5/11/2009 and completed on 6/24/2009.
2004-07-15,RNST US,HBFH US,Renasant Corp acquired Heritage Financial Holding Corp for USD 69.39M. The transaction was announced on 7/15/2004 and completed on 1/6/2005.
1999-10-04,3075558Q US,NMBT US,Summit Bancorp acquired NMBT Corp for USD 69.35M. The transaction was announced on 10/4/1999 and completed on 3/29/2000.
2000-04-19,FINB US,641432Q US,First Indiana Corp acquired Somerset Group Inc/The for USD 69.26M. The transaction was announced on 4/19/2000 and completed on 10/3/2000.
2009-07-28,0848680D US,VM US,SK Telecom Co Ltd sold Virgin Mobile USA Inc to Sprint Communications Inc for USD 69.16M. The transaction was announced on 7/28/2009 and completed on 11/25/2009.
1998-07-20,9990201D US,FIBC US,Dime Community Bancshares Inc acquired Financial Bancorp Inc/Ny for USD 69.13M. The transaction was announced on 7/20/1998 and completed on 1/22/1999.
2021-04-22,CBAN US,SCSG US,Colony Bankcorp Inc acquired SouthCrest Financial Group Inc for USD 68.99M. The transaction was announced on 4/22/2021 and completed on 8/5/2021.
2001-01-30,CLGX US,1553197D US,CoreLogic Inc acquired Credit Management Solutions Inc for USD 68.95M. The transaction was announced on 1/30/2001 and completed on 5/31/2001.
1998-04-17,601238Q US,BKLA US,Western Bancorp acquired Bank of Los Angeles for USD 68.93M. The transaction was announced on 4/17/1998 and completed on 10/26/1998.
2021-03-31,REXR US,,Rexford Industrial Realty Inc acquired 5 industrial properties/California for USD 68.80M. The transaction was completed on 3/31/2021.
2018-04-30,LFT US,1615304D US,Hunt Cos Inc sold Hunt CMT Equity LLC to Lument Finance Trust Inc for USD 68.70M. The transaction was completed on 4/30/2018.
2005-08-01,FLG US,LICB US,Flagstar Bank FSB acquired Long Island Financial Corp for USD 68.67M. The transaction was announced on 8/1/2005 and completed on 1/3/2006.
2000-07-21,SCFS US,HPBC US,Seacoast Financial Services Corp acquired Home Port Bancorp Inc for USD 68.61M. The transaction was announced on 7/21/2000 and completed on 1/3/2001.
2001-06-18,ADP US,196407Q US,Automatic Data Processing Inc acquired Avert Inc for USD 68.56M. The transaction was announced on 6/18/2001 and completed on 8/20/2001.
2007-07-25,FTBK US,BSOG US,Frontier Financial Corp acquired Bank of Salem/OR for USD 68.53M. The transaction was announced on 7/25/2007 and completed on 12/20/2007.
1998-02-25,PCP US,3241Q US,Precision Castparts Corp acquired Environment One Corp for USD 68.47M. The transaction was announced on 2/25/1998 and completed on 6/15/1998.
2004-04-22,DZSIQ US,1402357D US,DZS Inc acquired Sorrento Networks Corp for USD 68.29M. The transaction was announced on 4/22/2004 and completed on 7/1/2004.
1999-07-07,0272214Q US,SFLX US,Flextronics Automotive USA Inc acquired Smartflex Systems Inc for USD 68.26M. The transaction was announced on 7/7/1999 and completed on 8/26/1999.
1999-12-28,MDEA US,DODV US,Media 100 Inc acquired Digital Origin Inc for USD 68.11M. The transaction was announced on 12/28/1999 and completed on 5/9/2000.
2000-01-31,TMO US,TMD US,Thermo Fisher Scientific Inc acquired Thermedics Inc for USD 68.07M. The transaction was announced on 1/31/2000 and completed on 7/3/2000.
1998-05-07,OV US,SMRV US,One Valley Bancorp Inc acquired Summit Bankshares Inc/Va for USD 68.00M. The transaction was announced on 5/7/1998 and completed on 8/10/1998.
2010-09-01,KNXA US,SLRY US,Kenexa Corp acquired Kenexa Compensation Inc for USD 67.97M. The transaction was announced on 9/1/2010 and completed on 10/4/2010.
2013-01-24,OZK US,FNSE US,Bank OZK acquired First National Bank of Shelby/NC for USD 67.80M. The transaction was announced on 1/24/2013 and completed on 8/9/2013.
2016-01-19,COHR US,ANAD US,Coherent Corp acquired II-VI OptoElectronic Devices Inc for USD 67.62M. The transaction was announced on 1/19/2016 and completed on 3/16/2016.
2003-01-16,JNJ US,DDDP US,Knowlagent Inc acquired Simtrex Corp. The transaction was completed on 01/13/2003. Financial terms of the transaction are undisclosed.
2016-12-07,SPLP US,SXCL US,Steel Partners Holdings LP acquired Steel Excel Inc for USD 67.33M. The transaction was announced on 12/7/2016 and completed on 2/16/2017.
1998-03-02,MFA US,AFPFZ US,MFA Financial Inc acquired America First Participating/Preferred Equity Mortgage Fund LP for USD 67.32M. The transaction was announced on 3/2/1998 and completed on 4/13/1998.
2010-08-09,FNB US,CCBP US,FNB Corp/PA acquired Comm Bancorp Inc for USD 67.27M. The transaction was announced on 8/9/2010 and completed on 1/3/2011.
2006-03-06,SUPR US,KNSN US,Superior Bancorp acquired Kensington Bankshares Inc for USD 67.20M. The transaction was announced on 3/6/2006 and completed on 8/31/2006.
2004-09-20,LAMR US,OBIE US,Lamar Advertising Co acquired Obie Media Corp for USD 67.15M. The transaction was announced on 9/20/2004 and completed on 1/19/2005.
2019-01-16,HTLF US,BVBC US,Heartland Financial USA Inc acquired Blue Valley Ban Corp for USD 67.12M. The transaction was announced on 1/16/2019 and completed on 5/13/2019.
1998-09-24,CSCQ US,YSII US,Correctional Services LLC acquired Youth Services International Inc for USD 66.89M. The transaction was announced on 9/24/1998 and completed on 4/1/1999.
2001-03-20,2619871D US,SDOT US,Staples Inc acquired Staples.com for USD 66.87M. The transaction was completed on 3/20/2001.
2001-08-31,2676187Q US,1619543D US,SouthTrust Corp acquired Bank of Tidewater/The for USD 66.76M. The transaction was announced on 8/31/2001 and completed on 11/21/2001.
2017-12-19,FFWM US,PBCA US,First Foundation Inc acquired PBB Bancorp for USD 66.74M. The transaction was announced on 12/19/2017 and completed on 6/1/2018.
1998-01-26,FULT US,522937Q US,Fulton Financial Corp acquired Ambassador Bank of the Commonwealth for USD 66.59M. The transaction was announced on 1/26/1998 and completed on 9/14/1998.
2005-02-28,PRA US,NCRI US,ProAssurance Corp acquired NCRIC Group Inc for USD 66.46M. The transaction was announced on 2/28/2005 and completed on 8/4/2005.
2015-06-29,FRME US,ASBI US,First Merchants Corp acquired Ameriana Bancorp for USD 66.29M. The transaction was announced on 6/29/2015 and completed on 1/4/2016.
2000-06-29,TMWD US,1267383D US,Tumbleweed Communications Corp acquired Interface Systems Inc for USD 65.97M. The transaction was announced on 6/29/2000 and completed on 9/5/2000.
2005-12-21,FNB US,LBOH US,FNB Corp/PA acquired Legacy Bank/Harrisburg PA for USD 65.69M. The transaction was announced on 12/21/2005 and completed on 5/30/2006.
2019-02-21,GABC US,CZFC US,German American Bancorp Inc acquired Citizens First Corp for USD 65.63M. The transaction was announced on 2/21/2019 and completed on 7/2/2019.
2000-01-21,1552309D US,UNNL US,Mercantile Bankshares Corp acquired Union National Bancorp Inc for USD 65.58M. The transaction was announced on 1/21/2000 and completed on 7/14/2000.
2005-11-10,DEVC US,GIIS US,Devcon International Corp acquired Guardian International Inc for USD 65.50M. The transaction was announced on 11/10/2005 and completed on 3/8/2006.
2009-08-17,JKHY US,GFSI US,Jack Henry & Associates Inc acquired Goldleaf Financial Solutions Inc for USD 65.48M. The transaction was announced on 8/17/2009 and completed on 10/2/2009.
2004-06-01,MGRM US,ACLA US,Monogram Biosciences Inc acquired Aclara BioSciences Inc for USD 65.41M. The transaction was announced on 6/1/2004 and completed on 12/13/2004.
2004-03-22,IDPIQ US,SSPX US,IdentiPHI Inc acquired SSP Solutions Inc for USD 65.38M. The transaction was announced on 3/22/2004 and completed on 8/9/2004.
2014-06-04,ONB US,LSBI US,Old National Bancorp/IN acquired LSB Financial Corp/IN for USD 65.32M. The transaction was announced on 6/4/2014 and completed on 11/3/2014.
2004-04-01,WSBC US,WOFC US,WesBanco Inc acquired Western Ohio Financial Corp for USD 65.26M. The transaction was announced on 4/1/2004 and completed on 9/1/2004.
2019-06-27,NIC US,CBKW US,Nicolet Bankshares Inc acquired Choice Bancorp Inc for USD 65.25M. The transaction was announced on 6/27/2019 and completed on 11/11/2019.
2012-08-08,SSB US,SAVB US,SOUTHSTATE BANK CORP acquired Savannah Bancorp Inc/The for USD 65.22M. The transaction was announced on 8/8/2012 and completed on 12/14/2012.
1998-11-16,CWT US,DOMZ US,California Water Service Group acquired Dominguez Services Corp for USD 65.05M. The transaction was announced on 11/16/1998 and completed on 5/26/2000.
2000-08-24,4612775Q US,4114495Z US,Caesars Entertainment Inc/old acquired Claridge Hotel & Casino Corp for USD 65.00M. The transaction was announced on 8/24/2000 and completed on 6/1/2001.
1999-01-13,FSCO US,3690996Q US,First Security Corp acquired Comstock Bancorp for USD 65.00M. The transaction was announced on 1/13/1999 and completed on 6/1/1999.
2002-05-16,BOKF US,BTGW US,BOK Financial Corp acquired Bank of Tanglewood for USD 65.00M. The transaction was announced on 5/16/2002 and completed on 11/7/2002.
2004-07-07,BRKL US,1037632Q US,Brookline Bancorp Inc acquired Mystic Financial Inc for USD 64.81M. The transaction was announced on 7/7/2004 and completed on 1/10/2005.
2003-12-08,PILLQ US,8167162Q US,PM Liquidating Corp acquired PlanVista Corp for USD 64.77M. The transaction was announced on 12/8/2003 and completed on 3/4/2004.
2019-07-24,BANR US,ABNK US,Banner Corp acquired AltaPacific Bancorp for USD 64.74M. The transaction was announced on 7/24/2019 and completed on 11/1/2019.
2006-10-11,SASR US,PBOV US,Sandy Spring Bancorp Inc acquired Potomac Bank of Virginia/Fairfax VA for USD 64.70M. The transaction was announced on 10/11/2006 and completed on 2/27/2007.
2003-04-07,BRKR US,0814801D US,Bruker Corp acquired Bruker AXS Inc for USD 64.57M. The transaction was announced on 4/7/2003 and completed on 7/2/2003.
